budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY15-16,Expense,Parks,10101,Electronic Parts/Supply,,347
FY15-16,Expense,Parks,10101,Safety Supply,,111
FY15-16,Expense,Parks,10101,Lumber/Wood Products,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,75
FY15-16,Expense,Parks,10101,Recreation Supply,,2667
FY15-16,Expense,Parks,10101,Rent Equipment,,2345
FY15-16,Expense,Parks,10101,Other License & Fees,,54
FY15-16,Expense,Parks,10101,Regular Pay,,15147
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,171
FY15-16,Expense,Parks,10101,Employer OASDI,,939
FY15-16,Expense,Parks,10101,Employer SSN Medical,,220
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,-90
FY15-16,Expense,Parks,10101,Regular Pay,,590603
FY15-16,Expense,Parks,10101,Leave Pay,,63923
FY15-16,Expense,Parks,10101,Holiday Pay,,22780
FY15-16,Expense,Parks,10101,Overtime Pay,,0
FY15-16,Expense,Parks,10101,Other Special Pay,,156
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,0
FY15-16,Expense,Parks,10101,Longevity,,6023
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,3817
FY15-16,Expense,Parks,10101,Employer OASDI,,45787
FY15-16,Expense,Parks,10101,Employer SSN Medical,,10708
FY15-16,Expense,Parks,10101,Employer Group Health,,115943
FY15-16,Expense,Parks,10101,Employer Dental Group,,4462
FY15-16,Expense,Parks,10101,Employer Group Life,,2454
FY15-16,Expense,Parks,10101,Employer Pension,,113223
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,3211
FY15-16,Expense,Parks,10101,Bottled Water Service,,0
FY15-16,Expense,Parks,10101,Internet Services,,1082
FY15-16,Expense,Parks,10101,Devlop/Framing/Artwork,,18
FY15-16,Expense,Parks,10101,Security Monitoring Service,,300
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,820
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,2401
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,207
FY15-16,Expense,Parks,10101,Cell Phone Service,,298
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,53
FY15-16,Expense,Parks,10101,Printing/Binding,,704
FY15-16,Expense,Parks,10101,Sign Printing,,545
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,0
FY15-16,Expense,Parks,10101,Registration,,50
FY15-16,Expense,Parks,10101,Membership Dues,,0
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,2161
FY15-16,Expense,Parks,10101,Office Equip Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,2136
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,172
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,0
FY15-16,Expense,Parks,10101,Photo Film & Supplies,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,1475
FY15-16,Expense,Parks,10101,Food & Ice,,375
FY15-16,Expense,Parks,10101,Food Serving Supply,,36
FY15-16,Expense,Parks,10101,Clothing,,0
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,1359
FY15-16,Expense,Parks,10101,Safety Shoes,,140
FY15-16,Expense,Parks,10101,Books/Magazines/Periodicals,,0
FY15-16,Expense,Parks,10101,Educational Supply,,170
FY15-16,Expense,Parks,10101,Medical Supply,,185
FY15-16,Expense,Parks,10101,Ag & Animal Supply,,1051
FY15-16,Expense,Parks,10101,Vegetation Control Supply,,0
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,310
FY15-16,Expense,Parks,10101,Paint,,30
FY15-16,Expense,Parks,10101,Paint Supply,,28
FY15-16,Expense,Parks,10101,Electrical Supply,,0
FY15-16,Expense,Parks,10101,Safety Supply,,268
FY15-16,Expense,Parks,10101,Construction Supply,,0
FY15-16,Expense,Parks,10101,Stone/Gravel/Sand,,0
FY15-16,Expense,Parks,10101,Lumber/Wood Products,,0
FY15-16,Expense,Parks,10101,Signs,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,444
FY15-16,Expense,Parks,10101,Recreation Supply,,101
FY15-16,Expense,Parks,10101,Rent Equipment,,6395
FY15-16,Expense,Parks,10101,Other License & Fees,,206
FY15-16,Expense,Parks,10101,Transfer Operational,,0
FY15-16,Expense,Parks,10101,Regular Pay,,22502
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,249
FY15-16,Expense,Parks,10101,Employer OASDI,,1395
FY15-16,Expense,Parks,10101,Employer SSN Medical,,326
FY15-16,Expense,Parks,10101,Regular Pay,,246035
FY15-16,Expense,Parks,10101,Overtime Pay,,0
FY15-16,Expense,Parks,10101,Out of Class Pay,,0
FY15-16,Expense,Parks,10101,Other Special Pay,,0
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,854
FY15-16,Expense,Parks,10101,Employer OASDI,,15124
FY15-16,Expense,Parks,10101,Employer SSN Medical,,3537
FY15-16,Expense,Parks,10101,Employer Group Health,,5852
FY15-16,Expense,Parks,10101,Employer Dental Group,,252
FY15-16,Expense,Parks,10101,Employer Pension,,5900
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,4
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,156
FY15-16,Expense,Parks,10101,Security Services,,0
FY15-16,Expense,Parks,10101,Temporary Service,,158275
FY15-16,Expense,Parks,10101,Devlop/Framing/Artwork,,0
FY15-16,Expense,Parks,10101,Transport Non-employee,,0
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,0
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,0
FY15-16,Expense,Parks,10101,Food & Ice,,0
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,380
FY15-16,Expense,Parks,10101,Paint Supply,,0
FY15-16,Expense,Parks,10101,Electrical Supply,,4010
FY15-16,Expense,Parks,10101,Electronic Parts/Supply,,0
FY15-16,Expense,Parks,10101,Construction Supply,,0
FY15-16,Expense,Parks,10101,Signs,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,126
FY15-16,Expense,Parks,10101,Recreation Supply,,15594
FY15-16,Expense,Parks,10101,Portable Buildings/Tents,,0
FY15-16,Expense,Parks,10101,Rent Equipment,,9643
FY15-16,Expense,Parks,10101,Awrd Rwrd Royalty,,0
FY15-16,Expense,Parks,10101,Regular Pay,,85921
FY15-16,Expense,Parks,10101,Leave Pay,,9596
FY15-16,Expense,Parks,10101,Holiday Pay,,3579
FY15-16,Expense,Parks,10101,Overtime Pay,,3119
FY15-16,Expense,Parks,10101,Longevity,,1870
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,567
FY15-16,Expense,Parks,10101,Employer OASDI,,5971
FY15-16,Expense,Parks,10101,Employer SSN Medical,,1396
FY15-16,Expense,Parks,10101,Employer Group Health,,19080
FY15-16,Expense,Parks,10101,Employer Dental Group,,679
FY15-16,Expense,Parks,10101,Employer Group Life,,341
FY15-16,Expense,Parks,10101,Employer Pension,,18385
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,61
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,530
FY15-16,Expense,Parks,10101,Pre-Employement Checks,,24062
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,1509
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Regular Pay,,196197
FY15-16,Expense,Parks,10101,Leave Pay,,22717
FY15-16,Expense,Parks,10101,Holiday Pay,,8726
FY15-16,Expense,Parks,10101,Overtime Pay,,0
FY15-16,Expense,Parks,10101,Longevity,,2860
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,1317
FY15-16,Expense,Parks,10101,Employer OASDI,,13262
FY15-16,Expense,Parks,10101,Employer SSN Medical,,3101
FY15-16,Expense,Parks,10101,Employer Group Health,,45936
FY15-16,Expense,Parks,10101,Employer Dental Group,,1357
FY15-16,Expense,Parks,10101,Employer Group Life,,682
FY15-16,Expense,Parks,10101,Employer Pension,,40946
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,1262
FY15-16,Expense,Parks,10101,Cable Television,,0
FY15-16,Expense,Parks,10101,Internet Services,,0
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Parks,10101,Telephone & Telegraph,,0
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,0
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Parks,10101,Info Systems Charge,,398300
FY15-16,Expense,Parks,10101,Telecmmnct'n Charge,,178172
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,198
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,670
FY15-16,Expense,Parks,10101,Small Equipment Supply,,0
FY15-16,Expense,Parks,10101,Salary Supplement,,22843
FY15-16,Expense,Parks,10101,Leave Pay,,3204
FY15-16,Expense,Parks,10101,Holiday Pay,,1500
FY15-16,Expense,Parks,10101,Longevity,,825
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,249
FY15-16,Expense,Parks,10101,Employer OASDI,,2166
FY15-16,Expense,Parks,10101,Employer SSN Medical,,507
FY15-16,Expense,Parks,10101,Employer Group Health,,13500
FY15-16,Expense,Parks,10101,Employer Dental Group,,339
FY15-16,Expense,Parks,10101,Employer Group Life,,170
FY15-16,Expense,Parks,10101,Employer Pension,,7026
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,379
FY15-16,Expense,Parks,10101,Surplus Property,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,0
FY15-16,Expense,Parks,10101,Inventory Shortage/Overage,,147
FY15-16,Expense,Parks,10101,Regular Pay,,203397
FY15-16,Expense,Parks,10101,Leave Pay,,21132
FY15-16,Expense,Parks,10101,Holiday Pay,,8956
FY15-16,Expense,Parks,10101,Longevity,,2805
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,1282
FY15-16,Expense,Parks,10101,Employer OASDI,,13105
FY15-16,Expense,Parks,10101,Employer SSN Medical,,3255
FY15-16,Expense,Parks,10101,Employer Group Health,,32616
FY15-16,Expense,Parks,10101,Employer Dental Group,,1018
FY15-16,Expense,Parks,10101,Employer Group Life,,511
FY15-16,Expense,Parks,10101,Employer Pension,,41997
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,901
FY15-16,Expense,Parks,10101,Temporary Service,,12315
FY15-16,Expense,Parks,10101,Laundry Services,,309
FY15-16,Expense,Parks,10101,Devlop/Framing/Artwork,,0
FY15-16,Expense,Parks,10101,Security Monitoring Service,,100
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,43
FY15-16,Expense,Parks,10101,Employee Air Travel,,0
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,321
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,0
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Sign Printing,,6
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,0
FY15-16,Expense,Parks,10101,Subscriptions,,163
FY15-16,Expense,Parks,10101,Registration,,400
FY15-16,Expense,Parks,10101,Membership Dues,,2000
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Parks,10101,Office Equip Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Postal Service Charge,,0
FY15-16,Expense,Parks,10101,Facilities Maint & Security,,0
FY15-16,Expense,Parks,10101,Host & Hostess,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,8199
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,620
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,376
FY15-16,Expense,Parks,10101,Photo Film & Supplies,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,0
FY15-16,Expense,Parks,10101,Food & Ice,,232
FY15-16,Expense,Parks,10101,Educational Supply,,0
FY15-16,Expense,Parks,10101,Auto Fuel,,30
FY15-16,Expense,Parks,10101,Small Equipment Supply,,2
FY15-16,Expense,Parks,10101,Rent Equipment,,3348
FY15-16,Expense,Parks,10101,Other License & Fees,,193
FY15-16,Expense,Parks,10101,Transfer Energy Plan,,188900
FY15-16,Expense,Parks,10101,Regular Pay,,80957
FY15-16,Expense,Parks,10101,Leave Pay,,7954
FY15-16,Expense,Parks,10101,Holiday Pay,,3539
FY15-16,Expense,Parks,10101,Longevity,,688
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,457
FY15-16,Expense,Parks,10101,Employer OASDI,,5785
FY15-16,Expense,Parks,10101,Employer SSN Medical,,1353
FY15-16,Expense,Parks,10101,Employer Dental Group,,339
FY15-16,Expense,Parks,10101,Employer Group Life,,170
FY15-16,Expense,Parks,10101,Employer Pension,,16629
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,35
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,628
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,14420
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,304
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Educational Supply,,155
FY15-16,Expense,Parks,10101,Medical Supply,,0
FY15-16,Expense,Parks,10101,Safety Supply,,57
FY15-16,Expense,Parks,10101,Small Equipment Supply,,0
FY15-16,Expense,Parks,10101,Drug Test Fee,,6651
FY15-16,Expense,Parks,10101,Pay Plan Improvement,,0
FY15-16,Expense,Parks,10101,Fringe Benefits,,0
FY15-16,Expense,Parks,10101,Interest Expense MIP,,107
FY15-16,Expense,Parks,10101,Regular Pay,,335174
FY15-16,Expense,Parks,10101,Leave Pay,,45650
FY15-16,Expense,Parks,10101,Holiday Pay,,14446
FY15-16,Expense,Parks,10101,Overtime Pay,,7101
FY15-16,Expense,Parks,10101,Out of Class Pay,,70
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,0
FY15-16,Expense,Parks,10101,Longevity,,6279
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,2276
FY15-16,Expense,Parks,10101,Employer OASDI,,23668
FY15-16,Expense,Parks,10101,Employer SSN Medical,,5535
FY15-16,Expense,Parks,10101,Employer Group Health,,75404
FY15-16,Expense,Parks,10101,Employer Dental Group,,3068
FY15-16,Expense,Parks,10101,Employer Group Life,,1690
FY15-16,Expense,Parks,10101,Employer Pension,,66608
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,2067
FY15-16,Expense,Parks,10101,Electric,,42430
FY15-16,Expense,Parks,10101,Water,,23426
FY15-16,Expense,Parks,10101,Gas,,3557
FY15-16,Expense,Parks,10101,Cable Television,,987
FY15-16,Expense,Parks,10101,Apprsl & Ngtn Srvc,,0
FY15-16,Expense,Parks,10101,Mngt Cnsltnt Srvc,,570
FY15-16,Expense,Parks,10101,Refuse Disposal,,628
FY15-16,Expense,Parks,10101,Pest Control Srvc,,0
FY15-16,Expense,Parks,10101,Janitorial Srvc,,0
FY15-16,Expense,Parks,10101,Tow-In Service,,0
FY15-16,Expense,Parks,10101,Security Monitoring Service,,100
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,1431
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,177
FY15-16,Expense,Parks,10101,Cell Phone Service,,52
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,112
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,0
FY15-16,Expense,Parks,10101,Subscriptions,,68
FY15-16,Expense,Parks,10101,Registration,,0
FY15-16,Expense,Parks,10101,Membership Dues,,381
FY15-16,Expense,Parks,10101,Tuition-MNPS Career Ctr,,0
FY15-16,Expense,Parks,10101,Building Maintenance Srvc,,130
FY15-16,Expense,Parks,10101,Plumbing/HVAC Maintain Srvc,,3371
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,1948
FY15-16,Expense,Parks,10101,Mechanical Repair Service,,0
FY15-16,Expense,Parks,10101,Automotive Repair Service,,0
FY15-16,Expense,Parks,10101,Host & Hostess,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,761
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,330
FY15-16,Expense,Parks,10101,Printing Supply,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,2804
FY15-16,Expense,Parks,10101,Food & Ice,,1609
FY15-16,Expense,Parks,10101,Food Serving Supply,,178
FY15-16,Expense,Parks,10101,Drapery/Window Covering,,52
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,2058
FY15-16,Expense,Parks,10101,Safety Shoes,,0
FY15-16,Expense,Parks,10101,Educational Supply,,0
FY15-16,Expense,Parks,10101,Medical Supply,,13
FY15-16,Expense,Parks,10101,Ag & Animal Supply,,0
FY15-16,Expense,Parks,10101,Vegetation Control Supply,,44724
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,1522
FY15-16,Expense,Parks,10101,Paint,,46
FY15-16,Expense,Parks,10101,Paint Supply,,25
FY15-16,Expense,Parks,10101,Electrical Supply,,297
FY15-16,Expense,Parks,10101,Electronic Parts/Supply,,385
FY15-16,Expense,Parks,10101,Safety Supply,,287
FY15-16,Expense,Parks,10101,HVAC Supply,,0
FY15-16,Expense,Parks,10101,Construction Supply,,0
FY15-16,Expense,Parks,10101,Stone/Gravel/Sand,,5693
FY15-16,Expense,Parks,10101,Plastic Pipes/Fittings,,0
FY15-16,Expense,Parks,10101,Lumber/Wood Products,,-242
FY15-16,Expense,Parks,10101,Dirt/Straw/Seed,,1150
FY15-16,Expense,Parks,10101,Cement Products,,0
FY15-16,Expense,Parks,10101,Signs,,0
FY15-16,Expense,Parks,10101,Auto Oil/Lubricants,,94
FY15-16,Expense,Parks,10101,Small Equipment Supply,,1308
FY15-16,Expense,Parks,10101,Safety Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Recreation Supply,,1765
FY15-16,Expense,Parks,10101,Plants and Landscaping,,104
FY15-16,Expense,Parks,10101,Rent Equipment,,1320
FY15-16,Expense,Parks,10101,Beer Permit License,,100
FY15-16,Expense,Parks,10101,Software License,,1645
FY15-16,Expense,Parks,10101,Food Service Permit,,210
FY15-16,Expense,Parks,10101,Other License & Fees,,1965
FY15-16,Expense,Parks,10101,Regular Pay,,56140
FY15-16,Expense,Parks,10101,Overtime Pay,,103
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,564
FY15-16,Expense,Parks,10101,Employer OASDI,,3487
FY15-16,Expense,Parks,10101,Employer SSN Medical,,816
FY15-16,Expense,Parks,10101,Temporary Service,,0
FY15-16,Expense,Parks,10101,Vegetation Control Supply,,0
FY15-16,Expense,Parks,10101,Regular Pay,,408604
FY15-16,Expense,Parks,10101,Leave Pay,,60120
FY15-16,Expense,Parks,10101,Holiday Pay,,17972
FY15-16,Expense,Parks,10101,Overtime Pay,,6419
FY15-16,Expense,Parks,10101,Out of Class Pay,,49
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,0
FY15-16,Expense,Parks,10101,Longevity,,5500
FY15-16,Expense,Parks,10101,IOD-Light Duty,,0
FY15-16,Expense,Parks,10101,IOD-CS 90 Percent,,0
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,2872
FY15-16,Expense,Parks,10101,Employer OASDI,,28188
FY15-16,Expense,Parks,10101,Employer SSN Medical,,6592
FY15-16,Expense,Parks,10101,Employer Group Health,,132099
FY15-16,Expense,Parks,10101,Employer Dental Group,,3972
FY15-16,Expense,Parks,10101,Employer Group Life,,2157
FY15-16,Expense,Parks,10101,Employer Pension,,82884
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,38
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,3607
FY15-16,Expense,Parks,10101,Electric,,34540
FY15-16,Expense,Parks,10101,Water,,92764
FY15-16,Expense,Parks,10101,Gas,,3742
FY15-16,Expense,Parks,10101,Cable Television,,1200
FY15-16,Expense,Parks,10101,Apprsl & Ngtn Srvc,,0
FY15-16,Expense,Parks,10101,Mngt Cnsltnt Srvc,,570
FY15-16,Expense,Parks,10101,Refuse Disposal,,2529
FY15-16,Expense,Parks,10101,Temporary Service,,0
FY15-16,Expense,Parks,10101,Pest Control Srvc,,0
FY15-16,Expense,Parks,10101,Janitorial Srvc,,165
FY15-16,Expense,Parks,10101,Tow-In Service,,0
FY15-16,Expense,Parks,10101,Security Monitoring Service,,100
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,142
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,207
FY15-16,Expense,Parks,10101,Cell Phone Service,,52
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,44
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Sign Printing,,243
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,1050
FY15-16,Expense,Parks,10101,Subscriptions,,68
FY15-16,Expense,Parks,10101,Registration,,0
FY15-16,Expense,Parks,10101,Membership Dues,,606
FY15-16,Expense,Parks,10101,Pipe Inspection/Repair Srvc,,0
FY15-16,Expense,Parks,10101,Building Maintenance Srvc,,260
FY15-16,Expense,Parks,10101,Plumbing/HVAC Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Electrical Repair Service,,0
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,473
FY15-16,Expense,Parks,10101,Mechanical Repair Service,,0
FY15-16,Expense,Parks,10101,Host & Hostess,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,2045
FY15-16,Expense,Parks,10101,Computer Software,,0
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,480
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,209
FY15-16,Expense,Parks,10101,Furniture/Fixtures<$10K,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,3805
FY15-16,Expense,Parks,10101,Food & Ice,,1491
FY15-16,Expense,Parks,10101,Food Serving Supply,,350
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,2783
FY15-16,Expense,Parks,10101,Safety Shoes,,75
FY15-16,Expense,Parks,10101,Educational Supply,,0
FY15-16,Expense,Parks,10101,Medical Supply,,210
FY15-16,Expense,Parks,10101,Ag & Animal Supply,,0
FY15-16,Expense,Parks,10101,Vegetation Control Supply,,41164
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,3491
FY15-16,Expense,Parks,10101,Paint,,508
FY15-16,Expense,Parks,10101,Paint Supply,,25
FY15-16,Expense,Parks,10101,Electrical Supply,,99
FY15-16,Expense,Parks,10101,Safety Supply,,510
FY15-16,Expense,Parks,10101,Construction Supply,,55
FY15-16,Expense,Parks,10101,Stone/Gravel/Sand,,4533
FY15-16,Expense,Parks,10101,Plastic Pipes/Fittings,,0
FY15-16,Expense,Parks,10101,Ready Mix Concrete,,0
FY15-16,Expense,Parks,10101,Cement Products,,0
FY15-16,Expense,Parks,10101,Signs,,0
FY15-16,Expense,Parks,10101,Auto Supply,,0
FY15-16,Expense,Parks,10101,Auto Fuel,,0
FY15-16,Expense,Parks,10101,Auto Oil/Lubricants,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,1516
FY15-16,Expense,Parks,10101,Work Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Recreation Supply,,1925
FY15-16,Expense,Parks,10101,Plants and Landscaping,,27
FY15-16,Expense,Parks,10101,Rent Equipment,,2640
FY15-16,Expense,Parks,10101,Beer Permit License,,100
